Message Log File Created
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1392743838959009813, Message: 
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: <:bocchi_1:1393049648033435729>
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: <:bocchi_3:1393084323116355704>
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 唔問我
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: 我想叫coser表演gugugaga
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1392743838959009813, Message: 恭喜你成功走出山洞
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: set 左個vc sound quality未
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: 改左最highest
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: test again?
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: <:thinking:945842495990947911>
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: <@504992578178121729> 依定點
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: 有冇好左
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=KeC0EZ_szJM
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: 都係拆
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: <:bocchi_3:1393084323116355704>
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: 唔係好得
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: <a:BocchiShake:1055382008873898024>
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: 都係出cos再合照開心d（
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: 下年繼續出波奇
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !leave
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: 今日我好似起碼見到7個bocchi
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !reload music
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !join
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: <:BocchiAwawawawa:1019603028325703801>
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=KeC0EZ_szJM
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !loop
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=KeC0EZ_szJM
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: 仲拆左
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: 得閒再睇你d code搞咩
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: 我畀緊OCR 撚緊狗
Member ID: 908714678102917160, Member Name: takamatsu.tomorin, Channel ID: 1392743838959009813, Message: 下年我cos Sakuzyo
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392745091206217728, Message: 返工冇野做又del 左1700張相
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392745091206217728, Message: 手機容量up
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: 直接掉比AI睇下救唔救到算<:1_anon1_1:1360248640307859608>
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392895662793818152, Message: 22次🛐
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392745091206217728, Message: 電話得128長期唔夠用
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_song
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392745091206217728, Message: 我都係128
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392745091206217728, Message: <:sakiko:1362760221117911181>
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_songs
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !leave
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !reload music
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_songs
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !join
Member ID: 365407194994311169, Member Name: tonylis_____286_________________, Channel ID: 1394955832415879248, Message: https://x.com/Atarayo_band/status/1950043605479149583
Member ID: 365407194994311169, Member Name: tonylis_____286_________________, Channel ID: 1394955832415879248, Message: 有冇人會去台灣睇
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !p https://www.youtube.com/watch?v=tVMytrIaly4
Member ID: 536189102022721547, Member Name: solarlo, Channel ID: 1392743838959009813, Message: https://www.threads.com/@ski_stephen_kingip/post/DMr4IB1yGFh?xmt=AQF0H_8CXGhlH9CxuJehGCKPj2-LzUNj2_ZozZijCVYROw
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=tVMytrIaly4
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_song
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_songs
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=0YF8vecQWYs
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: add queue cmd 係咩
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: <a:910_OIIAOIIA:1351507341027184640>
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: !help
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: <:1_anon1_1:1360248640307859608>
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: 未搞
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_songs
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: 佢地係分開嘅東西
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 我出cos影咗好少
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: 出cos我先影得更多w
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: <:bocchi_1:1393049648033435729>
Member ID: 644504218798915634, Member Name: nicoshi_, Channel ID: 1392895662793818152, Message: <@691117450430775367> 你mai卡名係咩
Member ID: 644504218798915634, Member Name: nicoshi_, Channel ID: 1392895662793818152, Message: <:bocchi_3:1393084323116355704>
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 影自己多過影其他人
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !leave
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !reload music
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !join
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: 主要係出bocchi真係好好玩（
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: <a:BocchiShake:1055382008873898024>
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=0YF8vecQWYs
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=tVMytrIaly4
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: <:1_misumi_Domortis:1369708994414903446>
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_song
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: 快手
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !lisy_songs
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_songs
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392895662793818152, Message: 
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392895662793818152, Message: 我做錯啲咩
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392895662793818152, Message: <:486:1393059109368107008>
Member ID: 347020654710751233, Member Name: zerowind, Channel ID: 1393517373474209902, Message: 收工先
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: 搞個array唔係好難
Member ID: 644504218798915634, Member Name: nicoshi_, Channel ID: 1392895662793818152, Message: 冇
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: 我收到好多無料
Member ID: 644504218798915634, Member Name: nicoshi_, Channel ID: 1392895662793818152, Message: https://www.threads.com/@ski_stephen_kingip/post/DMr4IB1yGFh
Member ID: 331772998941933579, Member Name: ppment, Channel ID: 1392743838959009813, Message: <:nina_9:1393057672064008293>
Member ID: 644504218798915634, Member Name: nicoshi_, Channel ID: 1392895662793818152, Message: 以為你做咩俾人影
Member ID: 644504218798915634, Member Name: nicoshi_, Channel ID: 1392895662793818152, Message: <:bocchi_3:1393084323116355704>
Member ID: 691117450430775367, Member Name: jackyy911_, Channel ID: 1392895662793818152, Message: 你見過我咩
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !join
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=tVMytrIaly4
Member ID: 844043291934064650, Member Name: ynanqwq, Channel ID: 1392743838959009813, Message: <:kita_2:1393084154651873300>
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !list_songs
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !loop
Member ID: 504992578178121729, Member Name: yueyeouo, Channel ID: 1393517373474209902, Message: !play https://www.youtube.com/watch?v=tVMytrIaly4
Member ID: 312243816197390336, Member Name: grey.1229, Channel ID: 1392743838959009813, Message: 你地做唔做到一啖食花之戀？
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: ez\
Member ID: 312243816197390336, Member Name: grey.1229, Channel ID: 1392743838959009813, Message: ez
Member ID: 312243816197390336, Member Name: grey.1229, Channel ID: 1392743838959009813, Message: 伊澤？
Member ID: 888768733152157737, Member Name: applessmoothie, Channel ID: 1392743838959009813, Message: 0/10
